id	orderId	orderDatetime	productCode	unitPrice	units	totalPrice
1381	0000000519	2024-11-20 02:24:50	0000026501	17.99	2.00	35.98
1382	0000000520	2025-08-06 16:05:35	0000023365	15.84	2.00	31.68
1383	0000000521	2024-06-05 06:50:59	0000021225	29.90	8.00	239.20
1384	0000000521	2024-06-05 06:50:59	0000024129	21.70	3.00	65.10
1385	0000000521	2024-06-05 06:50:59	0000020467	3.90	5.00	19.50
1386	0000000521	2024-06-05 06:50:59	0000020350	19.20	8.00	153.60
1387	0000000522	2025-04-20 18:20:48	0000022065	8.60	4.00	34.40
1388	0000000522	2025-04-20 18:20:48	0000020590	5.05	7.00	35.35
1389	0000000523	2024-10-06 11:27:38	0000020205	13.54	4.00	54.16
1390	0000000523	2024-10-06 11:27:38	0000026097	22.99	8.00	183.92
1391	0000000523	2024-10-06 11:27:38	0000020804	16.95	2.00	33.90
1392	0000000523	2024-10-06 11:27:38	0000026637	19.99	2.00	39.98
1393	0000000523	2024-10-06 11:27:38	0000025037	25.99	1.00	25.99
1394	0000000524	2025-10-23 07:36:04	0000021494	21.59	9.00	194.31
1395	0000000525	2024-02-09 04:11:44	0000020904	17.00	2.00	34.00
1396	0000000525	2024-02-09 04:11:44	0000022978	10.64	10.00	106.40
1397	0000000525	2024-02-09 04:11:44	0000023126	11.20	7.00	78.40
1398	0000000525	2024-02-09 04:11:44	0000021659	18.05	3.00	54.15
1399	0000000525	2024-02-09 04:11:44	0000022596	8.10	2.00	16.20
1400	0000000525	2024-02-09 04:11:44	0000020836	13.39	1.00	13.39
1401	0000000526	2024-12-10 23:24:55	0000022233	13.54	1.00	13.54
1402	0000000526	2024-12-10 23:24:55	0000023946	52.84	9.00	475.56
1403	0000000526	2024-12-10 23:24:55	0000021138	14.75	5.00	73.75
1404	0000000526	2024-12-10 23:24:55	0000021071	18.95	1.00	18.95
1405	0000000526	2024-12-10 23:24:55	0000026385	9.99	3.00	29.97
1406	0000000527	2024-01-19 23:47:06	0000025027	52.99	3.00	158.97
1407	0000000527	2024-01-19 23:47:06	0000023242	37.35	6.00	224.10
1408	0000000528	2025-08-19 20:09:43	0000026063	43.99	6.00	263.94
1409	0000000529	2024-10-01 14:34:02	0000026318	13.99	7.00	97.93
1410	0000000529	2024-10-01 14:34:02	0000022193	10.60	3.00	31.80
1411	0000000530	2024-05-29 14:09:42	0000020962	12.04	6.00	72.24
1412	0000000530	2024-05-29 14:09:42	0000021422	11.20	3.00	33.60
1413	0000000530	2024-05-29 14:09:42	0000021367	14.30	5.00	71.50
1414	0000000530	2024-05-29 14:09:42	0000024424	28.55	6.00	171.30
1415	0000000531	2025-08-18 02:34:09	0000021676	7.20	5.00	36.00
1416	0000000531	2025-08-18 02:34:09	0000024956	4.50	9.00	40.50
1417	0000000532	2025-09-15 16:16:22	0000024188	16.30	5.00	81.50
1418	0000000532	2025-09-15 16:16:22	0000020884	10.70	10.00	107.00
1419	0000000532	2025-09-15 16:16:22	0000022816	18.00	7.00	126.00
1420	0000000533	2025-05-01 13:15:48	0000020040	11.25	2.00	22.50
1421	0000000533	2025-05-01 13:15:48	0000020413	8.95	5.00	44.75
1422	0000000534	2024-05-21 16:32:17	0000023382	17.35	9.00	156.15
1423	0000000535	2025-07-17 20:16:01	0000021163	21.25	10.00	212.50
1424	0000000535	2025-07-17 20:16:01	0000022702	52.50	10.00	525.00
1425	0000000535	2025-07-17 20:16:01	0000024752	12.05	8.00	96.40
1426	0000000535	2025-07-17 20:16:01	0000020718	15.50	4.00	62.00
1427	0000000536	2025-03-10 17:44:55	0000022856	21.80	10.00	218.00
1428	0000000537	2024-03-09 20:27:57	0000022622	36.60	8.00	292.80
1429	0000000537	2024-03-09 20:27:57	0000022108	13.65	7.00	95.55
1430	0000000537	2024-03-09 20:27:57	0000023191	26.04	4.00	104.16
1431	0000000537	2024-03-09 20:27:57	0000025102	29.89	10.00	298.90
1432	0000000537	2024-03-09 20:27:57	0000025861	154.99	6.00	929.94
1433	0000000537	2024-03-09 20:27:57	0000026269	69.99	6.00	419.94
1434	0000000538	2024-03-05 17:48:55	0000021056	13.45	8.00	107.60
1435	0000000538	2024-03-05 17:48:55	0000021676	7.20	10.00	72.00
1436	0000000539	2024-12-09 21:26:59	0000025378	11.49	1.00	11.49
1437	0000000540	2025-01-22 06:08:34	0000022473	5.50	5.00	27.50
1438	0000000540	2025-01-22 06:08:34	0000025388	9.99	7.00	69.93
1439	0000000540	2025-01-22 06:08:34	0000021159	18.04	5.00	90.20
1440	0000000540	2025-01-22 06:08:34	0000024638	15.09	5.00	75.45
1441	0000000540	2025-01-22 06:08:34	0000021892	10.39	2.00	20.78
1442	0000000540	2025-01-22 06:08:34	0000022158	4.64	8.00	37.12
1443	0000000540	2025-01-22 06:08:34	0000020677	101.70	1.00	101.70
1444	0000000540	2025-01-22 06:08:34	0000022318	30.59	2.00	61.18
1445	0000000541	2024-08-26 10:57:40	0000025113	72.89	9.00	656.01
1446	0000000542	2024-12-25 22:25:58	0000022436	5.55	9.00	49.95
1447	0000000542	2024-12-25 22:25:58	0000022881	11.39	8.00	91.12
1448	0000000542	2024-12-25 22:25:58	0000020973	10.25	8.00	82.00
1449	0000000542	2024-12-25 22:25:58	0000026612	12.99	6.00	77.94
1450	0000000543	2024-02-22 10:49:59	0000023027	13.55	9.00	121.95
1451	0000000543	2024-02-22 10:49:59	0000022873	23.20	2.00	46.40
1452	0000000543	2024-02-22 10:49:59	0000022938	5.25	6.00	31.50
1453	0000000544	2025-09-12 16:02:02	0000025168	10.59	10.00	105.90
1454	0000000544	2025-09-12 16:02:02	0000024276	4.50	6.00	27.00
1455	0000000544	2025-09-12 16:02:02	0000025332	36.99	6.00	221.94
1456	0000000544	2025-09-12 16:02:02	0000024892	3.90	3.00	11.70
1457	0000000545	2024-08-08 04:22:10	0000020603	8.60	4.00	34.40
1458	0000000545	2024-08-08 04:22:10	0000026523	8.99	7.00	62.93
1459	0000000546	2024-09-07 16:51:07	0000026667	12.99	8.00	103.92
1460	0000000546	2024-09-07 16:51:07	0000021315	12.25	4.00	49.00
1461	0000000547	2024-06-06 07:32:31	0000025622	13.99	8.00	111.92
1462	0000000547	2024-06-06 07:32:31	0000026557	45.99	10.00	459.90
1463	0000000547	2024-06-06 07:32:31	0000022676	6.70	9.00	60.30
1464	0000000548	2025-05-16 21:06:00	0000024762	55.94	1.00	55.94
1465	0000000548	2025-05-16 21:06:00	0000020669	47.10	3.00	141.30
1466	0000000549	2024-02-07 07:06:21	0000025303	14.99	10.00	149.90
1467	0000000550	2025-04-05 22:09:28	0000021990	4.65	8.00	37.20
1468	0000000550	2025-04-05 22:09:28	0000024507	20.90	5.00	104.50
1469	0000000550	2025-04-05 22:09:28	0000022182	32.20	8.00	257.60
1470	0000000550	2025-04-05 22:09:28	0000022594	8.05	7.00	56.35
1471	0000000550	2025-04-05 22:09:28	0000022682	36.65	7.00	256.55
1472	0000000551	2024-03-07 13:02:12	0000020023	26.25	2.00	52.50
1473	0000000551	2024-03-07 13:02:12	0000020381	17.15	10.00	171.50
1474	0000000551	2024-03-07 13:02:12	0000024045	2.10	1.00	2.10
1475	0000000551	2024-03-07 13:02:12	0000021661	7.75	1.00	7.75
1476	0000000551	2024-03-07 13:02:12	0000020599	7.00	8.00	56.00
1477	0000000552	2025-08-04 16:28:36	0000020575	13.85	2.00	27.70
1478	0000000552	2025-08-04 16:28:36	0000021729	14.25	7.00	99.75
1479	0000000553	2024-10-07 04:29:24	0000021844	9.15	1.00	9.15
1480	0000000554	2024-03-06 05:13:11	0000025460	13.49	10.00	134.90
1481	0000000554	2024-03-06 05:13:11	0000020324	22.40	4.00	89.60
1482	0000000554	2024-03-06 05:13:11	0000024648	9.89	10.00	98.90
1483	0000000554	2024-03-06 05:13:11	0000022804	8.10	2.00	16.20
1484	0000000554	2024-03-06 05:13:11	0000026231	51.99	5.00	259.95
1485	0000000554	2024-03-06 05:13:11	0000020786	12.30	8.00	98.40
1486	0000000554	2024-03-06 05:13:11	0000022262	19.50	4.00	78.00
1487	0000000555	2024-11-11 11:43:02	0000020386	14.20	10.00	142.00
1488	0000000556	2025-08-28 18:03:52	0000020181	24.20	2.00	48.40
1489	0000000557	2025-01-12 11:05:26	0000026725	13.19	9.00	118.71
1490	0000000557	2025-01-12 11:05:26	0000024516	11.20	8.00	89.60
1491	0000000557	2025-01-12 11:05:26	0000022431	6.40	2.00	12.80
1492	0000000557	2025-01-12 11:05:26	0000020678	34.45	1.00	34.45
1493	0000000558	2025-01-27 23:57:57	0000024943	3.75	7.00	26.25
1494	0000000558	2025-01-27 23:57:57	0000026314	36.99	8.00	295.92
1495	0000000559	2025-09-05 13:25:51	0000025115	49.99	10.00	499.90
1496	0000000559	2025-09-05 13:25:51	0000024431	4.39	10.00	43.90
1497	0000000559	2025-09-05 13:25:51	0000025839	36.99	7.00	258.93
1498	0000000559	2025-09-05 13:25:51	0000020951	17.25	10.00	172.50
1499	0000000559	2025-09-05 13:25:51	0000022122	3.75	2.00	7.50
1500	0000000559	2025-09-05 13:25:51	0000026033	14.99	3.00	44.97
1501	0000000560	2025-10-03 09:13:18	0000026111	20.99	1.00	20.99
1502	0000000560	2025-10-03 09:13:18	0000022676	6.70	1.00	6.70
1503	0000000561	2025-03-30 07:07:15	0000023775	6.20	3.00	18.60
1504	0000000561	2025-03-30 07:07:15	0000026453	29.99	3.00	89.97
1505	0000000562	2024-09-06 16:11:26	0000025181	54.99	7.00	384.93
1506	0000000562	2024-09-06 16:11:26	0000024704	16.05	7.00	112.35
1507	0000000562	2024-09-06 16:11:26	0000025844	1339.99	2.00	2679.98
1508	0000000562	2024-09-06 16:11:26	0000020686	14.10	5.00	70.50
1509	0000000563	2025-01-13 05:41:51	0000025828	29.99	9.00	269.91
1510	0000000563	2025-01-13 05:41:51	0000025591	28.99	1.00	28.99
1511	0000000563	2025-01-13 05:41:51	0000025776	24.99	8.00	199.92
1512	0000000563	2025-01-13 05:41:51	0000020050	6.50	6.00	39.00
1513	0000000564	2024-11-03 05:16:21	0000021734	5.10	5.00	25.50
1514	0000000564	2024-11-03 05:16:21	0000025174	15.99	9.00	143.91
1515	0000000564	2024-11-03 05:16:21	0000021936	8.30	1.00	8.30
1516	0000000564	2024-11-03 05:16:21	0000021653	22.75	8.00	182.00
1517	0000000564	2024-11-03 05:16:21	0000023568	15.15	4.00	60.60
1518	0000000564	2024-11-03 05:16:21	0000024530	4.25	8.00	34.00
1519	0000000564	2024-11-03 05:16:21	0000025027	52.99	3.00	158.97
1520	0000000565	2024-04-16 00:50:08	0000025273	6.99	6.00	41.94
1521	0000000565	2024-04-16 00:50:08	0000024213	8.45	7.00	59.15
1522	0000000566	2024-04-25 06:06:06	0000026440	39.99	5.00	199.95
1523	0000000566	2024-04-25 06:06:06	0000023973	35.25	10.00	352.50
1524	0000000566	2024-04-25 06:06:06	0000023732	10.10	5.00	50.50
1525	0000000566	2024-04-25 06:06:06	0000022895	14.25	1.00	14.25
1526	0000000566	2024-04-25 06:06:06	0000024114	5.75	3.00	17.25
1527	0000000567	2024-05-22 11:48:14	0000025551	19.99	10.00	199.90
1528	0000000567	2024-05-22 11:48:14	0000025969	39.99	10.00	399.90
1529	0000000568	2024-09-03 21:56:33	0000021110	18.20	1.00	18.20
1530	0000000568	2024-09-03 21:56:33	0000026262	9.99	10.00	99.90
1531	0000000568	2024-09-03 21:56:33	0000024339	19.80	4.00	79.20
1532	0000000569	2025-07-22 14:08:35	0000023483	9.25	5.00	46.25
1533	0000000569	2025-07-22 14:08:35	0000023171	41.25	1.00	41.25
1534	0000000569	2025-07-22 14:08:35	0000021032	10.50	5.00	52.50
1535	0000000570	2024-05-12 11:23:44	0000023948	65.10	2.00	130.20
1536	0000000570	2024-05-12 11:23:44	0000021110	18.20	10.00	182.00
1537	0000000571	2024-07-23 13:35:26	0000020746	36.20	10.00	362.00
1538	0000000572	2024-01-18 15:25:21	0000022465	10.10	5.00	50.50
1539	0000000572	2024-01-18 15:25:21	0000024722	2.05	3.00	6.15
1540	0000000572	2024-01-18 15:25:21	0000022212	3.55	5.00	17.75
1541	0000000573	2024-12-30 01:08:09	0000021135	40.94	2.00	81.88
1542	0000000574	2025-03-01 16:16:12	0000024913	9.35	9.00	84.15
1543	0000000574	2025-03-01 16:16:12	0000022109	2.35	6.00	14.10
1544	0000000574	2025-03-01 16:16:12	0000022029	9.60	10.00	96.00
1545	0000000575	2024-10-18 19:38:17	0000025961	16.99	10.00	169.90
1546	0000000575	2024-10-18 19:38:17	0000020221	30.15	8.00	241.20
1547	0000000575	2024-10-18 19:38:17	0000020515	33.45	4.00	133.80
1548	0000000575	2024-10-18 19:38:17	0000021473	17.10	2.00	34.20
1549	0000000576	2025-03-18 23:41:02	0000024844	6.15	5.00	30.75
1550	0000000576	2025-03-18 23:41:02	0000021244	27.60	4.00	110.40
1551	0000000577	2025-10-19 18:37:03	0000021759	13.45	2.00	26.90
1552	0000000578	2024-05-09 16:34:10	0000025021	69.99	7.00	489.93
1553	0000000578	2024-05-09 16:34:10	0000023641	10.64	3.00	31.92
1554	0000000578	2024-05-09 16:34:10	0000025946	24.99	1.00	24.99
1555	0000000578	2024-05-09 16:34:10	0000026465	13.39	2.00	26.78
1556	0000000579	2024-03-31 20:38:35	0000026583	12.99	2.00	25.98
1557	0000000579	2024-03-31 20:38:35	0000025741	96.99	8.00	775.92
1558	0000000579	2024-03-31 20:38:35	0000023346	15.10	4.00	60.40
1559	0000000579	2024-03-31 20:38:35	0000020475	7.70	1.00	7.70
1560	0000000580	2025-01-09 05:53:41	0000025476	34.89	6.00	209.34
1561	0000000581	2025-08-17 08:25:14	0000020695	24.34	7.00	170.38
1562	0000000581	2025-08-17 08:25:14	0000021247	17.05	2.00	34.10
1563	0000000581	2025-08-17 08:25:14	0000024011	15.90	3.00	47.70
1564	0000000582	2025-10-11 15:27:00	0000026130	199.99	3.00	599.97
1565	0000000583	2025-08-27 10:20:44	0000023460	8.29	9.00	74.61
1566	0000000583	2025-08-27 10:20:44	0000024968	6.10	1.00	6.10
1567	0000000583	2025-08-27 10:20:44	0000021497	33.25	7.00	232.75
1568	0000000584	2024-02-09 23:25:58	0000023452	12.50	2.00	25.00
1569	0000000584	2024-02-09 23:25:58	0000026661	29.99	9.00	269.91
1570	0000000584	2024-02-09 23:25:58	0000021092	16.40	1.00	16.40
1571	0000000585	2024-12-19 01:00:07	0000024895	2.80	9.00	25.20
1572	0000000586	2024-04-08 05:49:32	0000025453	24.99	4.00	99.96
1573	0000000587	2024-03-14 12:44:18	0000026462	14.99	5.00	74.95
1574	0000000588	2024-05-12 10:42:20	0000021073	13.89	6.00	83.34
1575	0000000588	2024-05-12 10:42:20	0000025163	24.99	7.00	174.93
1576	0000000588	2024-05-12 10:42:20	0000022147	5.70	7.00	39.90
1577	0000000589	2025-10-11 03:51:01	0000025187	32.99	7.00	230.93
1578	0000000589	2025-10-11 03:51:01	0000024239	7.70	2.00	15.40
1579	0000000589	2025-10-11 03:51:01	0000022593	10.45	9.00	94.05
1580	0000000589	2025-10-11 03:51:01	0000022389	9.80	1.00	9.80
1581	0000000589	2025-10-11 03:51:01	0000024213	8.45	2.00	16.90
1582	0000000590	2024-02-17 15:04:30	0000023262	22.34	4.00	89.36
1583	0000000590	2024-02-17 15:04:30	0000022639	7.50	10.00	75.00
1584	0000000590	2024-02-17 15:04:30	0000024241	8.50	5.00	42.50
1585	0000000590	2024-02-17 15:04:30	0000024916	13.95	7.00	97.65
1586	0000000591	2025-05-20 07:21:12	0000023898	11.30	2.00	22.60
1587	0000000591	2025-05-20 07:21:12	0000026635	31.99	7.00	223.93
1588	0000000592	2025-06-03 06:18:10	0000021772	9.04	1.00	9.04
1589	0000000592	2025-06-03 06:18:10	0000024890	4.95	1.00	4.95
1590	0000000593	2025-06-27 00:47:38	0000026538	16.99	7.00	118.93
1591	0000000594	2024-09-29 11:25:44	0000021926	11.00	10.00	110.00
1592	0000000594	2024-09-29 11:25:44	0000021699	12.95	3.00	38.85
1593	0000000594	2024-09-29 11:25:44	0000022185	45.80	5.00	229.00
1594	0000000594	2024-09-29 11:25:44	0000024169	24.45	10.00	244.50
1595	0000000595	2025-04-26 05:16:44	0000022163	6.45	5.00	32.25
1596	0000000595	2025-04-26 05:16:44	0000024610	47.15	7.00	330.05
1597	0000000595	2025-04-26 05:16:44	0000021494	21.59	10.00	215.90
1598	0000000596	2024-04-26 16:13:31	0000020473	6.60	5.00	33.00
1599	0000000596	2024-04-26 16:13:31	0000025858	27.99	1.00	27.99
1600	0000000596	2024-04-26 16:13:31	0000023525	13.25	8.00	106.00
1601	0000000596	2024-04-26 16:13:31	0000020092	10.89	8.00	87.12
1602	0000000596	2024-04-26 16:13:31	0000021829	9.10	3.00	27.30
1603	0000000597	2025-06-03 19:21:18	0000022347	6.90	1.00	6.90
1604	0000000597	2025-06-03 19:21:18	0000023001	9.45	5.00	47.25
1605	0000000598	2024-01-02 19:14:03	0000026566	13.99	2.00	27.98
1606	0000000598	2024-01-02 19:14:03	0000026153	42.99	1.00	42.99
1607	0000000598	2024-01-02 19:14:03	0000021181	22.95	6.00	137.70
1608	0000000599	2025-05-02 12:51:34	0000025724	9.99	4.00	39.96
1609	0000000600	2024-09-27 15:25:10	0000020037	7.94	10.00	79.40
1610	0000000600	2024-09-27 15:25:10	0000022986	25.90	5.00	129.50
1611	0000000600	2024-09-27 15:25:10	0000021764	13.85	3.00	41.55
1612	0000000601	2024-09-16 22:52:20	0000021899	7.30	7.00	51.10
1613	0000000601	2024-09-16 22:52:20	0000023579	7.64	1.00	7.64
1614	0000000601	2024-09-16 22:52:20	0000020566	15.40	10.00	154.00
1615	0000000601	2024-09-16 22:52:20	0000022336	14.04	5.00	70.20
1616	0000000602	2025-10-04 23:43:00	0000024015	17.15	7.00	120.05
1617	0000000602	2025-10-04 23:43:00	0000022937	6.80	10.00	68.00
1618	0000000602	2025-10-04 23:43:00	0000023610	8.35	3.00	25.05
1619	0000000602	2025-10-04 23:43:00	0000020267	7.50	3.00	22.50
1620	0000000603	2024-12-23 21:02:02	0000024094	5.90	2.00	11.80
1621	0000000603	2024-12-23 21:02:02	0000022639	7.50	10.00	75.00
1622	0000000603	2024-12-23 21:02:02	0000024688	22.65	7.00	158.55
1623	0000000603	2024-12-23 21:02:02	0000022080	9.54	4.00	38.16
1624	0000000603	2024-12-23 21:02:02	0000024290	32.35	9.00	291.15
1625	0000000603	2024-12-23 21:02:02	0000023583	5.55	1.00	5.55
1626	0000000604	2024-04-12 13:44:06	0000023256	20.75	6.00	124.50
1627	0000000604	2024-04-12 13:44:06	0000022288	16.05	4.00	64.20
1628	0000000604	2024-04-12 13:44:06	0000020793	15.10	4.00	60.40
1629	0000000604	2024-04-12 13:44:06	0000025990	25.29	3.00	75.87
1630	0000000604	2024-04-12 13:44:06	0000020027	20.30	4.00	81.20
1631	0000000604	2024-04-12 13:44:06	0000026449	29.99	3.00	89.97
1632	0000000604	2024-04-12 13:44:06	0000024873	17.05	5.00	85.25
1633	0000000605	2025-05-26 08:18:10	0000021432	9.95	1.00	9.95
1634	0000000605	2025-05-26 08:18:10	0000025637	19.99	9.00	179.91
1635	0000000605	2025-05-26 08:18:10	0000022094	5.90	6.00	35.40
1636	0000000605	2025-05-26 08:18:10	0000024099	5.45	7.00	38.15
1637	0000000605	2025-05-26 08:18:10	0000022545	13.40	3.00	40.20
1638	0000000606	2025-10-07 17:44:16	0000021614	7.95	1.00	7.95
1639	0000000607	2024-01-16 16:29:43	0000022324	7.95	3.00	23.85
1640	0000000607	2024-01-16 16:29:43	0000023590	26.20	8.00	209.60
1641	0000000607	2024-01-16 16:29:43	0000020422	5.44	2.00	10.88
1642	0000000607	2024-01-16 16:29:43	0000025724	9.99	6.00	59.94
1643	0000000607	2024-01-16 16:29:43	0000025032	13.99	8.00	111.92
1644	0000000608	2025-02-20 08:49:48	0000022875	18.00	5.00	90.00
1645	0000000609	2024-06-25 14:31:40	0000024768	62.19	8.00	497.52
1646	0000000609	2024-06-25 14:31:40	0000026474	27.99	2.00	55.98
1647	0000000609	2024-06-25 14:31:40	0000026603	16.99	5.00	84.95
1648	0000000610	2024-12-22 17:45:03	0000020455	6.85	5.00	34.25
1649	0000000610	2024-12-22 17:45:03	0000026275	46.99	4.00	187.96
1650	0000000610	2024-12-22 17:45:03	0000026232	55.99	9.00	503.91
1651	0000000611	2024-04-26 18:49:28	0000020584	13.05	1.00	13.05
1652	0000000611	2024-04-26 18:49:28	0000025614	19.99	6.00	119.94
1653	0000000611	2024-04-26 18:49:28	0000023975	37.25	9.00	335.25
1654	0000000611	2024-04-26 18:49:28	0000022663	10.15	4.00	40.60
1655	0000000612	2025-08-12 19:54:29	0000025917	18.99	9.00	170.91
1656	0000000612	2025-08-12 19:54:29	0000024114	5.75	7.00	40.25
1657	0000000613	2024-06-29 08:36:39	0000026190	22.99	5.00	114.95
1658	0000000614	2024-11-03 08:46:17	0000020270	39.80	5.00	199.00
1659	0000000614	2024-11-03 08:46:17	0000024487	22.45	9.00	202.05
1660	0000000614	2024-11-03 08:46:17	0000022884	10.85	1.00	10.85
1661	0000000615	2024-03-02 15:43:20	0000021304	11.60	6.00	69.60
1662	0000000615	2024-03-02 15:43:20	0000022909	10.25	7.00	71.75
1663	0000000616	2025-02-14 01:59:34	0000021092	16.40	3.00	49.20
1664	0000000617	2025-03-20 16:06:44	0000021590	17.55	1.00	17.55
1665	0000000617	2025-03-20 16:06:44	0000024438	49.05	7.00	343.35
1666	0000000617	2025-03-20 16:06:44	0000022104	6.14	8.00	49.12
1667	0000000617	2025-03-20 16:06:44	0000024864	12.80	5.00	64.00
1668	0000000617	2025-03-20 16:06:44	0000020586	47.59	3.00	142.77
1669	0000000617	2025-03-20 16:06:44	0000023456	10.55	3.00	31.65
1670	0000000618	2024-07-17 22:58:29	0000026535	36.99	3.00	110.97
1671	0000000619	2025-04-22 12:11:59	0000021261	20.45	3.00	61.35
1672	0000000619	2025-04-22 12:11:59	0000024738	14.05	6.00	84.30
1673	0000000620	2024-08-07 10:45:06	0000021798	9.95	10.00	99.50
1674	0000000621	2025-08-30 22:09:42	0000026018	36.99	5.00	184.95
1675	0000000621	2025-08-30 22:09:42	0000020196	15.40	3.00	46.20
1676	0000000621	2025-08-30 22:09:42	0000021545	21.90	8.00	175.20
1677	0000000621	2025-08-30 22:09:42	0000021197	30.30	10.00	303.00
1678	0000000622	2025-06-23 13:54:00	0000020861	13.04	3.00	39.12
1679	0000000622	2025-06-23 13:54:00	0000021898	11.60	10.00	116.00
1680	0000000623	2024-09-21 12:29:52	0000024311	11.35	10.00	113.50
1681	0000000624	2024-11-15 04:21:52	0000023674	11.75	10.00	117.50
1682	0000000624	2024-11-15 04:21:52	0000026222	59.99	1.00	59.99
1683	0000000625	2024-09-11 23:40:46	0000025047	44.99	8.00	359.92
1684	0000000625	2024-09-11 23:40:46	0000021544	16.50	3.00	49.50
1685	0000000625	2024-09-11 23:40:46	0000021948	8.25	7.00	57.75
1686	0000000625	2024-09-11 23:40:46	0000021463	11.10	5.00	55.50
1687	0000000625	2024-09-11 23:40:46	0000021806	7.10	5.00	35.50
1688	0000000625	2024-09-11 23:40:46	0000021981	5.35	4.00	21.40
1689	0000000626	2024-01-16 12:22:29	0000026541	18.99	7.00	132.93
1690	0000000626	2024-01-16 12:22:29	0000026003	29.99	7.00	209.93
1691	0000000627	2024-05-17 00:47:04	0000026043	29.99	1.00	29.99
1692	0000000627	2024-05-17 00:47:04	0000024469	27.40	4.00	109.60
1693	0000000627	2024-05-17 00:47:04	0000020744	119.85	9.00	1078.65
1694	0000000628	2024-11-10 09:04:29	0000020548	10.85	2.00	21.70
1695	0000000628	2024-11-10 09:04:29	0000021368	12.05	3.00	36.15
1696	0000000628	2024-11-10 09:04:29	0000026304	19.99	10.00	199.90
1697	0000000629	2024-11-25 23:24:40	0000024184	20.60	1.00	20.60
1698	0000000630	2025-06-11 10:04:55	0000023304	7.35	8.00	58.80
1699	0000000630	2025-06-11 10:04:55	0000022261	11.85	7.00	82.95
1700	0000000630	2025-06-11 10:04:55	0000025391	29.99	8.00	239.92
1701	0000000630	2025-06-11 10:04:55	0000024750	11.89	8.00	95.12
1702	0000000630	2025-06-11 10:04:55	0000023367	13.59	8.00	108.72
1703	0000000631	2025-09-01 00:40:57	0000023544	9.45	10.00	94.50
1704	0000000632	2024-03-16 18:04:33	0000024533	2.55	3.00	7.65
1705	0000000632	2024-03-16 18:04:33	0000021408	12.14	9.00	109.26
1706	0000000633	2025-10-30 02:07:24	0000026667	12.99	4.00	51.96
1707	0000000634	2024-02-19 07:09:10	0000022869	19.65	7.00	137.55
1708	0000000634	2024-02-19 07:09:10	0000024805	9.90	2.00	19.80
1709	0000000634	2024-02-19 07:09:10	0000024874	6.35	1.00	6.35
1710	0000000635	2024-12-04 21:36:33	0000026704	39.49	1.00	39.49
1711	0000000635	2024-12-04 21:36:33	0000024542	34.80	8.00	278.40
1712	0000000635	2024-12-04 21:36:33	0000020554	17.45	9.00	157.05
1713	0000000635	2024-12-04 21:36:33	0000025683	49.99	10.00	499.90
1714	0000000635	2024-12-04 21:36:33	0000020275	6.85	9.00	61.65
1715	0000000636	2024-09-24 07:00:28	0000026495	25.99	10.00	259.90
1716	0000000636	2024-09-24 07:00:28	0000023281	35.00	7.00	245.00
1717	0000000637	2024-12-21 18:38:34	0000021268	14.80	3.00	44.40
1718	0000000638	2025-07-25 00:30:37	0000025752	51.99	8.00	415.92
1719	0000000639	2024-06-06 15:58:35	0000020263	14.40	1.00	14.40
1720	0000000639	2024-06-06 15:58:35	0000021510	11.04	10.00	110.40
1721	0000000639	2024-06-06 15:58:35	0000024521	15.34	7.00	107.38
1722	0000000639	2024-06-06 15:58:35	0000023073	9.80	4.00	39.20
1723	0000000639	2024-06-06 15:58:35	0000025145	19.99	10.00	199.90
1724	0000000639	2024-06-06 15:58:35	0000022753	12.40	5.00	62.00
1725	0000000639	2024-06-06 15:58:35	0000026245	149.99	6.00	899.94
1726	0000000639	2024-06-06 15:58:35	0000024196	29.50	7.00	206.50
1727	0000000639	2024-06-06 15:58:35	0000023774	7.40	2.00	14.80
1728	0000000640	2025-10-21 10:34:15	0000022365	11.20	10.00	112.00
1729	0000000641	2024-01-06 09:56:59	0000026453	29.99	6.00	179.94
1730	0000000641	2024-01-06 09:56:59	0000024394	8.90	9.00	80.10
1731	0000000641	2024-01-06 09:56:59	0000022177	11.00	1.00	11.00
1732	0000000641	2024-01-06 09:56:59	0000026565	13.99	5.00	69.95
1733	0000000641	2024-01-06 09:56:59	0000025657	9.29	4.00	37.16
1734	0000000642	2024-07-17 22:10:01	0000022739	23.59	9.00	212.31
1735	0000000643	2024-12-15 05:17:58	0000020145	30.95	1.00	30.95
1736	0000000643	2024-12-15 05:17:58	0000024309	13.10	8.00	104.80
1737	0000000644	2025-02-11 15:08:47	0000025526	24.99	4.00	99.96
1738	0000000644	2025-02-11 15:08:47	0000021407	8.50	10.00	85.00
1739	0000000644	2025-02-11 15:08:47	0000020866	21.40	10.00	214.00
1740	0000000644	2025-02-11 15:08:47	0000021598	10.70	2.00	21.40
1741	0000000644	2025-02-11 15:08:47	0000024678	13.25	1.00	13.25
1742	0000000644	2025-02-11 15:08:47	0000021170	14.14	9.00	127.26
1743	0000000645	2025-06-15 14:38:53	0000025409	13.99	3.00	41.97
1744	0000000645	2025-06-15 14:38:53	0000025879	80.19	7.00	561.33
1745	0000000645	2025-06-15 14:38:53	0000022430	6.40	7.00	44.80
1746	0000000646	2024-11-02 12:06:13	0000022644	7.05	7.00	49.35
1747	0000000646	2024-11-02 12:06:13	0000025715	9.99	8.00	79.92
